filename,ground_truth,default_output,default_cer,has_diacritics
crop_000059.jpg,"cod 300288, România. 0800 800 804","COD 300288, ROMANIA. TX 0800800804",18.18,True
crop_000067.jpg,"A se consuma, de preferință, înainte de /","A SE CONSUMA, DE PREFERINTA, INAINTE DE /",7.32,True
crop_000068.jpg,temperaturi cuprinse între +2C........+8C,"TEMPERATURI CUPRINSE INTRE +2""C........+8",7.32,True
crop_000071.jpg,Condiții de păstrare și transport: A se păstra la,CONDITION DE PASTRARE SI TRANSPORT: A SE PASTRA LA,12.24,True
crop_000072.jpg,din care zaharuri,DIN CARE ZAHARURI,0.0,False
crop_000074.jpg,Țara de originea a laptelui: Germania.,TARA DE ORIGINE A LAPTELUE GERMANIA.,10.53,True
crop_000077.jpg,Produs ambalat în atmosferă protectoare.,PRODUS AMBALAT IN ATMOSTERA PROTECTIONE.,15.0,True
crop_000078.jpg,din care acizi grași saturați 18 g,DIN CARE ADIZI GRAJ SATURATI 18G,14.71,True
crop_000079.jpg,"culturi lactice, cheag.","CULTURILACTICE, CHEAG.",4.35,False
crop_000081.jpg,"Ingrediente: lapte de vacă pasteurizat, sare,","INGREDIENTE: LAPTE DE VACA PASTEURIZAT, S",11.11,True
crop_000083.jpg,Conținut total de grăsime: 28%.,CONTINUT TOTAL DE GERSIME: 28%:,12.9,True
crop_000084.jpg,Valoare energetică 1446 kJ / 348 kcal,VALOARE ENERGETICA 1446 KJ/348 KCAL,8.11,True
crop_000085.jpg,Grăsime raportată la substanța uscată: minimum 48%.,GRAILIME RAPORTATA LA SUBSTANTA USCATA: MIN,29.41,True
crop_000087.jpg,BRÂNZĂ GOUDA FELII,BRANZA GOUDA FELII,11.11,True
crop_000088.jpg,"jud. Prahova, România.","JUD. PRAHOVA, ROMANIA.",4.55,True
crop_000089.jpg,"Crângul lui Bot, KM 73+810,","CIANGUL LUI BOT, KM 73-810,",11.11,True
crop_000090.jpg,"Comuna Ariceștii Rahtivani, DN 72,","COMUMA ARICESTI RAHTVANT, DN 72,",14.71,True
crop_000091.jpg,"SC Lidl Discount SRL, Sat Nedelea,","SCLUDI DISCOUNT SRL, SAT NEDELEA,",8.82,False
crop_000100.jpg,frigider și a se consuma în maxim 48 de ore.,MIGHLER SIA SE CONSUMA IN MAXIM 48 DE ORE.,15.91,True
crop_000101.jpg,"uscat și răcoros. După deschidere, a se păstra la","EXCLI RICOROS, DUPA DESCHIDERE, A SE PIS",32.65,True
crop_000102.jpg,de/Nr. Lot: vezi data pe capac. A se păstra la loc,"DE/UR. LOT: VEZI DATA PE CAPAC, A SE P",28.0,True
crop_000103.jpg,foi de dafin). A se consuma de preferință înainte,LAY DE DALIM). A SE CONSIMA DE PREFERIMA INLINE,24.49,True
crop_000105.jpg,Zacuscă de vinete. Produs sterilizat.,ZALUSCH DE VIMATE. PRODUCTS STERILLANT.,24.32,True
crop_000106.jpg,Administrare orală.,ADMINISTRATE ORALA.,10.53,True
crop_000107.jpg,Vezi prospectul pentru informații suplimentare.,VEZI PROSPECTUL PENTRU INFORMATIONS SUPPLIMENTARE.,10.64,True
crop_000108.jpg,Conține aspartam (E 951) și alcool benzilic (E 1519).,CONTIME ASPARTAM (E 951) SIALCOOL BENZILIC (,22.64,True
crop_000109.jpg,echivalent cu montelukast 5mg.,ECHIVALENT CU MONTEUKAST 5 MG.,6.67,False
crop_000110.jpg,"Fiecare comprimat masticabil conține montelukast sodic,",FIECARE COMPRIMAT MASTICABIL CONFINE MONTELLUKAST S,12.73,True
crop_000111.jpg,"de: seminte de susan, soia, secare, ovaz si orz","THE: SEMINTE DE SUSAN, SOIA, SECARE, OYAY",23.4,False
crop_000112.jpg,propionat de calciu si acid sorbic. Poate contine urme,PROPIONATE CALCLU SI ACID SORBIC. POATE CONLINE UR,11.11,False
crop_000113.jpg,"ascorbic, L-cisteina), seminte de chimen, conservanti:","(ASCOFBLIC, L-C ISTEINA), SEMINTE DE CHIM",37.04,False
crop_000114.jpg,"tehnologici (grau), agenti de tratare a fainii: acid","TEHANOLOGICI (JURAIL), AGENTI DE TTATARE A PA",32.69,False
crop_000117.jpg,emulsifiant: esteri ai acizilor mono si diacetiltartric cu,EMULSITANT: GSTERI AL ACIZILOR MONO SI DACET,29.31,False
crop_000118.jpg,"iodata, ameliorator de panificatie (gluten vital din grau,","TOTALA, AMELORATOR DE PANIFICATE (GLUTEN VITAL DIN",18.97,False
crop_000120.jpg,"INGREDIENTE: faina de grau alba 650, faina de grau,","INGREDIENTE: FAINA DE GRAY ALBA 650, FAINA DE GRAV",5.88,False
crop_000121.jpg,la frigider și a se consuma în decurs de 24 de ore.,I A FIGILDER SI A SE CONSUMA IN DECURS DE 24 D,23.53,True
crop_000122.jpg,"0°C și +10°C. După deschidere, a se păstra","O'CST - 10""C. DUPA DESCHIDERE, A SE P",33.33,True
crop_000123.jpg,ambalaj. A se păstra la o temperatură cuprinsă între,"AMBALAI,A SE PASTA LA O TEMPERATURA C",36.54,True
crop_000124.jpg,membrană. Expiră la/Nr. Lot: vezi parte inferioară,"MEMBANIA, EQIIA LA/NK.LOT, VEZ PAT",50.0,True
crop_000125.jpg,"condimente, colorant: carmine). Produsul nu contine","CONDIMENTE, COLORANT: CAMINE) PRODUCT NO CONLINE",13.73,False
crop_000126.jpg,antioxidant: acid ascorbic; amestec de,AMTIOXIDANT: ACD ASCORDIC; AMESTEC DE,7.89,False
crop_000128.jpg,"stabilizatori: difosfați, trifosfați;","STADILIZATORI: DIFOSTAIL, MITOSFATT;",24.32,True
crop_000130.jpg,"condimentar (sfeclă roșie, dextroză,","CONDIMENTAR (SPECIA ROSLE, DEXTROZA,",16.67,True
crop_000132.jpg,"carboximetilceluloză), preparat","CARDOXIMETICELULOZA), PREPARAT",9.68,True
crop_000134.jpg,"de porc (șorici de porc, apă, stabilizator:","DE PONG (SORICI DE PONG, APA, STABILIZATION.",20.93,True
crop_000136.jpg,conservant: nitrit de sodiu; șorici,CONSERVANT: NITRIT DE SODLU; SORICE,8.57,True
crop_000138.jpg,"untură de porc, carne de vită, sare,","UNTURA DE PONG, CARME DE WITH, SARE,",16.67,True
crop_000140.jpg,"de vită). Ingrediente: carne de porc,","DE VITA), INGREDIENTTE: CARNE DE PONG,",13.51,True
crop_000142.jpg,(123 g carne de porc și 7 g carne,(123 g CARNE DE PORC SI 7 g CANNE,6.06,True
crop_000145.jpg,salam se prelucrează 130,SALAM SE PRELUCEAZA 130,8.33,True
crop_000148.jpg,în atmosferă protectoare.,IN ATMOSTERA PROTECTDARE.,16.0,True
crop_000150.jpg,"fum de lemn de fag, feliat. Ambalat","TUM DE LEMN DE TAG, FELIAT, AMBALAT",8.57,False
crop_000153.jpg,"Produs fiert, afumat cu","PRODUS FERT, AFUMAT CU",4.35,False
crop_000158.jpg,CR - Consumul de referință al unui adult obișnuit,CR = CONSUMUL DE REFERINTA AL UNUL ADULT OBLENULT,14.29,True
crop_000159.jpg,Cantitate netă:,CANTITATE META:,13.33,True
crop_000172.jpg,din care zaharuri,DIN CARE ZAHARUN!,11.76,False
crop_000181.jpg,din care acizi grași saturați,DIN COME ACIDI GRASI SATURANTI,20.69,True
crop_000193.jpg,Valoare energetică,VALOARE ENERGETICA,5.56,True
crop_000203.jpg,"agricultură ecologică controlată. Poate conține urme de fructe cu coajă lemnoasă, arahide, lupin, semințe de","APPERINT FOODS A COMOUNTI, PASAS COMPINE ARMAS DE",75.0,True
crop_000204.jpg,"roiniță, aromă naturală, scorțișoară, emulsifiant: lecitine, sirop de sfeclă de zahăr, extract din vanilie, din","INVOICE, AMOUNT, STOPPINAL, EMADBLATE INCLUS, SHOP",75.68,True
crop_000205.jpg,"făină de orez, zahăr din trestie de zahăr), 0,1% amestec de plante aromatice (frunze de mentă creață, frunze de","THANKE ONCL, MAKE OR TESTE OR ZALARI, Q/N",77.48,True
crop_000206.jpg,"0,3% praf de ceai verde, sirop de zahăr invertit, sare, 0,2% preparat crocant din qulnoa și orez (50% făină de qulnoa","LAYMENT BEAVABLE' SHOP OR DAHR INVOIT, SAME, 0",76.07,True
crop_000207.jpg,"mere, coacăze negre), aromă naturală) semințe de in, cacao cu conținut redus de grăsime, 0,3% amarant expandat,","INVOICE RECEIPE REGEN, ARIMA TAMPAIL(REMIN",79.28,True
crop_000208.jpg,"din suc concentrat de vișine, dextroză, acidifiant acid citric: concentrate colorante din fructe și legume (morcovi","AMOUNT RECEIPT BE AGAINCE, DEBIT, ADDIANT AND CONCENT",72.17,True
crop_000209.jpg,"integral praf, 0,5% cireșe amarena deshidratate (cireșe, zahăr, sirop de glucoză-fructoză, 15% suc de vișine obținut","PLEASE AND"", 9.5% WHERE AMOUNTED DESCIPATE (CREME"",",77.59,True
crop_000210.jpg,"potasiu, carbonați de sodiu, carbonați de amoniu, 0,8% semințe de chia (Salvia hispanica), lapte praf integral, ou","RECEIPT, CASHIER FOR SANDY, CARBANAR OR AMOUNT",79.82,True
crop_000211.jpg,"gelatinizant: pectine; acidifiant: acid malic), unt de cacao, 1% semințe de dovleac, agenți de afânare: tartrați de","RECEIPTANT RECIPT ABOLLANT AND MAID, NOT OR DAMAS",73.04,True
crop_000212.jpg,"preparat cu mere (57% piure de mere, 39% suc de mere obținut din suc concentrat de mere, fibre de ovăz, agent",PRICE OF MEN FACE OF MORE! SEE ARE ARE RECE APPROVED ON THE CONCENT,70.64,True
crop_000213.jpg,"făină integrală de grâu, zahăr din trestie de zahăr, 14% fulgi de ovăz, unt, făină de grâu, masă de cacao, zahăr, 1,6%","INCLINGENT OF FINAL ARNA OR WHITE OR DAHAR, VIS POLLOW OR",76.27,True
crop_000214.jpg,Amestec de fursecuri cu 9% ciocolată neagră și 4% ciocolată cu lapte. Produs ecologic. Ingrediente:,AD AMOUNTS OR HAREMENT ON PRICELLA WASPIL OF US CERETAIN,76.77,True
crop_000217.jpg,clorură de calciu; culturi lactice selecționate. A se consuma de preferință înainte de:/Nr. Lot: vezi parte,COUNTRADE CALCIU; CARBUNI LARTICE SELECTIONATE. ARE,62.62,True
crop_000218.jpg,"minumum 43%. Ambalat în atmosferă protectoare, Ingrediente: lapte pasteurizat, sare, stabilizator:","MINIMUM 43%,AMBALAT IN AMPOFERI PROTECTSARE,",61.22,True
crop_000223.jpg,"modificat din porumb, sare, amestec de condimente, plante","MODFICATED PORUMB, SATE, AMESTER DE CONDIMENT",26.32,False
crop_000224.jpg,"Ingrediente: 78% pastă de roșii, zahăr, oțet din alcool, amidon","INGREDIENTE: 78% PASTA DE ROSIL, ZALAN, OEL",41.27,True
crop_000228.jpg,"mere obținut din suc concentrat, apă, zahăr, suc","INERE OBJINUT DIN SIC CONCENTRAL, ADJ, ZALAB",31.25,True
crop_000253.jpg,"care conțin gluten, fructe cu coajă lemnoasă, lapte și arahide. A","CARE CONTAIN GLUTEN, FRUCE CU COAJA LEMANASA",41.54,True
crop_000254.jpg,aromă naturală de scorțișoară. Poate conține urme de alte cereale,"AROMA NATURALA DE SCORTISARA, POATE CONTIME URME DE",33.85,True
crop_000255.jpg,"ulei de palmier, sare, sirop de glucoză deshidratat, 0,2% scorțișoară,","BLEI DE PALMIER, SARE, STROP DE GLUNORA DESHID",41.43,True
crop_000256.jpg,"Ingrediente: 37% făină integrală de grâu, 35% făină de orez, zahăr","INGRECIENTE: 37% FAINA INTERALD DE GRAH, 35%",42.42,True
crop_000260.jpg,"făină de ceapă, mărar (0,1%)",". FAINO DE CEAP�, MARAR (0.1%),",28.57,True
crop_000261.jpg,"proporții variabile), zahăr,","PROPORTIL VARIABLLE), ZALHAR,",17.86,True
crop_000262.jpg,", sare, ZER dulce praf (1%), aromă naturală","SARE, ZER DULCE POT (1%), AMOUNT RAURALI",27.91,True
crop_000263.jpg,Ingrediente: cartofi (60%)，,hOLDENTE: CARTON (60%),33.33,False
crop_000264.jpg,"), uleiuri vegetale (floarea-soarelui, rapiță în",") UBLE UNT VEGETABLE (INDAICE-SCARCLU, K",50.0,True
crop_000276.jpg,"pasta de tomate, zahăr,","PASTA DE TOMATE, ZAHAR,",4.35,True
crop_000280.jpg,Ingrediente: 49%,INGREDIENTE: 49%,0.0,False
crop_000285.jpg,"de fructe cu coajă lemnoasă, ouă și cereale care conțin gluten. A se consuma de preferință înainte de:/Nr. lot:",NETTERATED FOLLOWES AND IF ENTERIN FOR COMPLY ONCLUS. FOR SIGNAGE,76.58,True
crop_000286.jpg,"Ciocolată neagră. Ciocolata neagră conține substanță uscată de cacao: minimum 47%. Ingrediente: zahăr,",GST REGULAR MARKET MARKET MARKET COMPLE AGAINY ONCLUSE AGAIN,77.45,True
crop_000287.jpg,"Poate conține urme de țelină, muștar, lapte și produse derivate.","PURTE COMTIME ARTHE DE (BILL, MUSTER, LAPAT & PRODUCT SERVICE",40.62,True
crop_000289.jpg,"(ascorbat de sodiu), conservanți (nitrat de potasiu, nitrit de sodiu),","(EXCOUNT DE SOLD), CONSERVANTT (DIM DE POTASIL",50.0,True
crop_000290.jpg,"Ingrediente: pulpă de porc, sare, dextroză, condimente, antioxidant","INGRECIENTE PULAX DE POT, SITE, DESTOZA,",52.24,True
crop_000294.jpg,"Ingrediente: făină albă de grâu, 12% ouă, apă.","INGREDIENTE: FAIMA ALLES DE GRAU, 12% ODA",30.43,True
crop_000302.jpg,"drojdie, extracte din amestec de condimente, culturi starter. Poate","DROIDIE, EXTRACTE DIN AMESTEC DE CONDIMENTE",37.31,False
crop_000303.jpg,"Ingrediente: 98% pulpă de porc, sare, glucoză, zahăr, extract din","INGREDIENTS: 98% PULPA DE PORD, SARE, GLUCO",38.46,True
crop_000310.jpg,"de arahide, alte fructe cu coajă lemnoasă, ouă, soia și semințe de susan.","DE ARAHIDE, ALTE FRUCTE CU COAJA LEMOAASA",45.21,True
crop_000311.jpg,"lecitine; lapte praf degresat, corector de aciditate: acid citric. Poate conține urme","LECITINE; LAPTE PRAP REGIESAT, CORRECTOR DE ACID",49.41,True
crop_000312.jpg,"carbonați de sodiu, carbonați de amoniu; malț de grâu, sare, emulsifiant:","CARDONATOR DE SODIU, CARBONATOR DE AMONIA; AROM",50.68,True
crop_000313.jpg,"2,1% miere, minerale: calciu, magneziu, fier; tărâțe de grâu, agenți de afânare:","2.1% WHERE, MINERALE: CALCIU, MAGNEZU, FIRE",50.0,True
crop_000314.jpg,"de cacao, dextroză, unt de cacao, emulsifiant: lecitină), 2,5% alune de pădure,","DE CACAD, JEATROZA, LINT DE CACAO,",65.82,True
crop_000315.jpg,"1,1% făină de alac integrală)], zahăr, grăsime de palmier, 3,2% ciocolată (zahăr, masă","1.1% FAIMA DE ALAC INTERALAIL, ZAHAR, GR",61.63,True
crop_000316.jpg,"3,2% făină de grâu integrală, 2,7% făină de orz integrală, 1,1% făină de secară integrală,","3,2% FAIMA DE GRAU INTERGINALA, 2,7%",68.89,True
crop_000317.jpg,"62,9% cereale [42,4% făină de grâu, 20,5% cereale integrale (12,4% fulgi de ovăz,","62,9% CEREALE |42,4% FAIMA DE GRAU,",61.73,True
crop_000318.jpg,"Sursă de minerale (magneziu, calciu, fier). Bogat in cereale, Ingrediente:","SURSA DE MINEALE (MAGNEZIL, CALCIU, FIER),",45.95,True
crop_000325.jpg,"(morcovi, hibiscus), aromă. A se păstra la o temperatură","(MOPONI, INDICOS) AMOMA A SE PLATE TA O T",48.21,True
crop_000326.jpg,"soc, 0,2% afine, concentrate din plante cu rol de colorare","SIR, 0.2% ALIME, COMEEMNAE DN PLANNE OU",51.72,False
crop_000327.jpg,"obținut din piure concentrat, 0,6% zmeură, 0,6% fructe de","ADJIMUT ON PLUE COMENTRA, 0.6% AMOUNT, 0.",50.88,True
crop_000328.jpg,"obținut din suc concentrat de zmeură, 0,8% piure de afine","ADIMU DIN SIC CONCENTIA DE AMOUNT, 0.8% PLUE",42.11,True
crop_000329.jpg,"soc obținut din suc concentrat de soc, 0,9% suc de zmeură",SEE DOFINAL ON SUC COMENTRA DE SOC. 0.9% SIX DE,40.35,True
crop_000330.jpg,"lapte de vacă pasteurizat, zahăr, 3,3% mure, 2,6% suc de","TABLE OF FACE PAKEUNT, ZALAN, 3.3% MURE 26%",46.43,True
crop_000331.jpg,"Conținut de grăsime: 2,7%. Ingrediente: 79% iaurt din",CONTIMUT BE GALAME: 27% INORDLEME 79% LAUR DIN,32.08,True
crop_000344.jpg,Ingrediente: smântână pasteurizată.,"INGREDIENTE: SMANTANA PASTEURIZATA,",14.29,True
crop_000351.jpg,conservant: nitrit de sodiu; culturi starter. A se păstra la o temperatură de,CONSERANT: NITRIT DE SODIU; CULTURI STARTER.,42.86,True
crop_000352.jpg,"de condimente, colorant: extract de ardei roșu; ardei iute Chili,","DE CONDIMENTE, COLORANT: EXTRACT DE ARDEI ROSU",30.77,True
crop_000353.jpg,"aciditate: acid citric; antioxidanți: acid ascorbic, afla-tocoferol; amestec",ADIDITATE: ACID DITRIC; AMTOXIDANT: ACID ASC,47.37,True
crop_000355.jpg,"produs se prelucrează cu 158 g carne de porc. Ingrediente: carne de porc,",PRODUS SE PREINCREZA 158 & CARNE BE PORS. INGREDIENT,36.99,True
crop_000358.jpg,"conține urme de lapte, țelină, muștar, soia, susan. A se păstra la o temperatură","CONLINE UMME DE LAPTE, TELLAN, MUSTAR, SOLA,",55.0,True
crop_000360.jpg,"praf de ou), sare, ulei vegetal de floarea-soarelui, ierburi aromate în proporții","PRAP DE AR""), SAME, UEL VEGETAL DE HOAREA-SD",56.79,True
crop_000361.jpg,"Ingrediente: 67% piept de pui, panadă (făină de grâu, sare, drojdie, apă,","INGRECIENTE: 67% PEPT DE PUL, PANADA (RIINA",47.95,True
crop_000368.jpg,"Poate conține urme de lapte, soia, țelină și muștar.","POATE COMTIME AMME DE LAPTE, SOLA, TELLMA SI MUSTAR",25.0,True
crop_000369.jpg,"lizină, sare. ouă de găini crescute în hale la sol.","IZING, SAME. ""DUA DE GAINI CRESCUTE IN BALLE",33.33,True
crop_000370.jpg,"12% semințe de susan, ulei de floarea-soarelui, apă,","12% SEMIMPO DE SUSAN, ULEI DE FLOAREA-SO",28.85,True
crop_000371.jpg,"dulce), drojdie, apă, praf de ouă, sare, piper],","DUICE), DROODLE, APR, PRAY DLE OUR"", SARE,",33.33,True
crop_000372.jpg,"sare, extract de malț de orz), condiment (boia de ardei","SALE, EXTRACT DE MALI DE ANY), CONDIMENT (BOL",29.09,True
crop_000373.jpg,"33% panadă [făină de grâu, fulgi de porumb (porumb,","33% DAMADA (FAMA DE GRAU, FULGI DE PORUM",37.25,True
crop_000374.jpg,"atmosferă protectoare. Ingrediente: 52% piept de pui,","AMOSTERI PROTECTORE, INIFIEDTE: 52% PEPT DE P",26.42,True
crop_000397.jpg,sodiu; aromă: cafeină; arome,SODIUM; AROMA: CAFEIN EARM,25.0,True
crop_000398.jpg,;corector de aciditate: citrați,ROMECTOR DE ACCIDITATE: CITRATI,16.13,True
crop_000403.jpg,acidifiant: acid fosforic;,ADDMANT: ACID FOSFORIC;,19.23,False
crop_000406.jpg,caramel cu sulfit de,CARAMEL ON SUITH @,35.0,False
crop_000408.jpg,"ingediente: apă,","BYALIATE: AOA,",56.25,True
crop_000424.jpg,"cu coajă lemnoasă, muștar, țelină, semințe de susan și sulfiți.","CU COAJA LEMOAASI, MUSTAR, FELINA, SEMINTE",46.03,True
crop_000425.jpg,"zahăr. Poate conține urme de cereale care conțin gluten, soia, fructe","ZALAN POATE CONTIME URME DE CEREALE CARE CONTAIN GLUTEN,",30.43,True
crop_000426.jpg,"floarea-soarelui, sare iodată, oțet de alcool, 0,7% usturoi, pătrunjel,","FIOREA-SOARELUI, SARE IODATA, OFET BE A",50.7,True
crop_000427.jpg,"Ingrediente: 90% ardei capia copt, 3,1% oțet de mere, ulei de","INGREDIENTS: 90% ARDEI CAPIA COPT, 3.1% OF",36.07,True
crop_000433.jpg,"benzoat de sodiu. Poate conține urme de gluten, soia, fructe",BENZOAT DE SODIU. POATE CONTIME URME DE GLUTEN,26.67,True
crop_000434.jpg,"carboximetilceluloză de sodiu; conservanți: sorbat de potasiu,",CARDOMETICELULOZA DE SODIU; CONSERVANTI:,40.32,True
crop_000435.jpg,"ceapă, sare iodată, usturoi granulat, pastă de roșii, stabilizator:","REAPT, SARE IODATA, USTURI GRANULAT, PAS",44.78,True
crop_000436.jpg,"Ingrediente: 88,6% fasole fiartă, ulei de floarea-soarelui,","INGRECIENTS: 88,6% FASOLE FLATA, UEL DE",42.37,True
crop_000443.jpg,"sorbic. Poate conține urme de cereale care conțin gluten, soia, fructe cu","SORBIC, POATE CONLINE URNE DE CEREALE CARE CONDIN GL",34.25,True
crop_000444.jpg,"ulei de floarea-soarelui, 4,7% ceapă, sare iodată, conservant: acid","UEL DE HOAREA-SOARELLI, 4,7% CEAPA,",52.24,True
crop_000445.jpg,"în atmosferă protectoare. Ingrediente: 85% vinete coapte,",IN ATMOSTERA PROTECTORE. INGREDIENTS: 85% VINATE,22.81,True
crop_000451.jpg,"lemnoasă, semințe de susan și țelină. A se păstra la o temperatură cuprinsă între +2C și","TEMAGASI, SEMINTE DE SUSAN PI TELLMA,A SE",63.64,True
crop_000453.jpg,"de sodiu, cultură starter), 11,8% cașcaval (din lapte de vacă pasteurizat), 11,8% ardei gras.","RE SOLD, CASHIER) 11,8% CASCINAL (DIN LAPTE",63.44,True
crop_000454.jpg,"antioxidanți: acid ascorbic, ascorbat de sodiu; extracte de condimente, conservant: nitrit","AMTION DAMP: ACID ACCORDIC, ASCONDAF DE SOD",63.33,True
crop_000455.jpg,"11,8% salam de Sibiu (carne de porc, sare, condimente, zaharuri: dextroză, sirop de glucoză;","TTL8% SALAM DE S/BILL COME DE PORS ARE, CONDIM",60.87,True
crop_000456.jpg,"porumb. zăhar, sare iodată, usturoi granulat, piper, curry, conservant: sorbat de potasiu),","PORUMB, ZAHAR, SAME JODATA, USBUROI",68.13,True
crop_000457.jpg,"soarelui, colorant: caroteni; coriandru măcinat), oțet din alcool, amidon modificat din","SOARELUI, COLORANT: CAROTENI; CORLANDRA MAINAT",49.43,True
crop_000458.jpg,"(apă, făină de muștar, oțet din alcool, făină albă de grâu, zahăr, sare iodată, ulei de floarea","TAPE, FAIMABLE MARKTER, OFF OR ALCOOL, FLIMA ARE G",67.37,True
crop_000460.jpg,"pasteurizat, ulei de floarea-soarelui, făină albă de grâu, apă, ouă pasteurizate, muștar","PATERURIZAT, USE ORDATEE-STARELL, FAIMI",68.18,True
crop_000462.jpg,"smântână din lapte de vacă pasteurizat, sare, amidon modificat), lapte de vacă","SMENTHANA DIN LAPTE DE VACA PASTERIZAT,",57.69,True
crop_000463.jpg,"de calciu], 17,6% sos [cremă de brânză (brânză proaspătă din lapte de vacă pasteurizat,",DECALCUAL IT6% SOS (CREMA DE BRINZA)BALNA PR,60.92,True
crop_000464.jpg,enzime: a- si b-amilaze; agent de tratare a făinii: acid ascorbic; conservant: propinat,ENDIME: @-S/B-AMILAZE AGENT DE TRAKARE,60.92,True
crop_000465.jpg,"variate), sare iodată, zahăr, zer praf, făină de soia, emulsifiant: stearoil-2-lactilat de sodiu;","VANTABLE, SAME IODATE, ZAHAR, PER PRINT, FLIM",64.95,True
crop_000466.jpg,"drojdie de panificație, uleiuri vegetale (palmier, floarea-soarelui, rapiță, in proporții","DROXDIE DE DAMILICATE, UELIAN VEGETALE (BAL",62.92,True
crop_000469.jpg,ascorbat de sodiu; arome naturale. conservant: nitrit,"ACOPDATE SOLD, AROME NATURALE, CONSERVANT: NICE",26.42,False
crop_000470.jpg,"de condimente, extracte de condimente, antioxidant:","DE CONDIMENTE, EXTRACE DE CONDIMENTE, AMTOX",17.65,False
crop_000471.jpg,"Ingrediente: ceafă de porc, cotlet de porc, sare, amestec,","INGRECIENTIC CEAIL DE PONG, COLLEI DE PORG S",41.38,True
crop_000481.jpg,"(măsline verzi feliate, apă, sare, corectori de aciditate: acid citric, acid","(MASLINE VERZI FELIATE, APA, SARE, CORRECT",47.37,True
crop_000482.jpg,"iodată, oțet de alcool, usturoi, pătrunjel, zahăr), 10,7% măsline verzi","TODATE, OFET BE ALCOOL, USTURI, PATRUNJ",52.11,True
crop_000483.jpg,"oțet (ardei capia copți, oțet de mere, ulei de floarea-soarelui, sare","OFFET (ARDEI CAPIA COPI, OFF DE MAKE, UEL DE FID",43.48,True
crop_000484.jpg,"conservanți: sorbat de potasiu, benzoat de sodiu), 16% ardei capia în","CONSERVANT: SOPBAT DE POTASIL, BENZOAT DE",44.93,True
crop_000485.jpg,"5,5% pastă de susan, suc de lămâie, sare iodată, usturoi granulat","5.5% PASIA DE SUSAN, SUC DE LAMBLE, S",52.31,True
crop_000486.jpg,"Ingrediente: 73,3% humus (82,4% năut fiert, ulei de floarea-soarelui","INGREDIENTS: 73,3% HUMUS (82,4% NAUT FLET",44.12,True
crop_000516.jpg,"gluten din grâu, produse derivate din lapte, ouă si muștar. Expiră la:/Nr. Lot:","GALATEN MIN STATE, PENDEN DENIVATE AND LEVEL, AND IS MUSTAS",62.03,True
crop_000517.jpg,"de sodiu; roșii pudră, colorant: extract de ardei roșu. Poate conține urme de:","THE FOLLOW, ROLLOWY, COLORANT, CHANCE FOR FOLLOW USSU.",67.95,True
crop_000518.jpg,"conservant: metabilsulfit de potasiu), conservanți: sorbat de potasiu, acetați","CONSERIENCE METAILPOLLLLLE FOR FINDEN, COMERMENTS AD",62.82,True
crop_000519.jpg,"derivate din pește, sare), 6% ceapă, suc de lămâie concentrat (conține","DETAILS ON FERSE, SAND, BE CASH, AND BE BANDLE",64.29,True
